3 1644
-0.0731887 -0.144957 -0.0177578
-0.137077 -0.155049 -0.0806991
-0.165429 -0.147635 -0.107169
-0.211549 -0.0785505 -0.0850542
-0.230526 -0.160919 -0.0709483
0.0344584 -0.170266 0.0169332
-0.0290683 0.117078 -0.0743064
0.0331143 0.00986278 -0.0704864
0.0541076 0.0652149 -0.048689
0.0429061 0.106882 -0.130495
-0.0116574 0.0446053 -0.0468906
-0.0983551 0.126303 -0.174966
-0.160832 -0.0401428 -0.101241
-0.0802571 -0.0220973 -0.0562266
-0.128277 -0.0191891 -0.0665966
-0.0884581 -0.0610661 -0.0863817
-0.289405 -0.0700128 -0.0547708
-0.0374063 -0.0730836 -0.0733824
0.0032353 -0.0796771 -0.130564
0.0552096 -0.0887152 -0.176122
0.024728 -0.0235437 -0.126751
0.00513945 -0.147727 -0.135322
0.0347089 -0.0946483 -0.0611163
0.00654908 -0.159793 -0.0534183
-0.0510201 -0.16347 -0.149467
-0.0871927 -0.132899 -0.191376
-0.0468285 -0.096685 -0.134127
-0.0229116 -0.0119623 -0.0979366
-0.118231 -0.0814977 -0.146627
-0.0307581 -0.150062 -0.0364781
-0.122867 -0.160788 -0.159217
-0.122015 -0.00521917 -0.123587
-0.0889909 0.0321072 -0.0758367
-0.100552 -0.0980569 -0.0154197
-0.118843 -0.0708201 -0.0126284
-0.136083 -0.0422369 -0.0269176
-0.18408 0.0142151 -0.0606643
-0.126175 0.0884189 -0.0694236
-0.121138 -0.125631 -0.0226925
-0.138007 -0.15521 -0.015706
-0.141293 -0.0993479 -0.0278086
-0.16141 -0.0686022 -0.0182988
-0.151649 -0.128567 -0.00866206
-0.165387 -0.0996196 -0.00558791
-0.191939 -0.0971949 -0.0197619
-0.207435 -0.0467511 -0.0236302
0.0675477 -0.13944 -0.0373987
-0.114987 -0.14156 -0.00676903
-0.0940271 -0.130966 -0.0158813
-0.0331157 -0.133447 -0.00695445
0.0453722 -0.157815 -0.079427
0.0985494 -0.167507 -0.111456
-0.0620828 -0.1304 -0.0063366
-0.0837636 -0.117105 -0.00374705
-0.0762118 -0.137505 -0.00141432
-0.078157 -0.160212 -0.00661498
-0.0558683 -0.183635 0.0143319
-0.0618401 -0.150182 0.0243066
0.0936291 -0.118457 -0.124854
-0.0893636 -0.146933 0.00430277
-0.0644543 -0.125469 -0.0268114
-0.0638343 -0.10684 -0.0522441
-0.0690506 -0.164271 -0.0348452
-0.10196 -0.130545 -0.0449516
-0.102656 -0.154492 -0.0229853
-0.100538 -0.186352 -0.0168458
-0.111536 -0.093242 -0.0569954
-0.150098 -0.18109 -0.0220757
-0.152059 -0.129149 -0.0447369
-0.114312 -0.130452 0.0043779
-0.1799 -0.178458 -0.0429871
-0.191676 -0.139518 -0.0193507
-0.0602904 -0.101059 -0.00952597
-0.028324 -0.10453 -0.0238207
-0.141656 -0.0758037 -0.0470627
-0.0996317 -0.128025 -0.0011821
-0.111298 -0.113908 -0.0052253
-0.126365 -0.120261 0.0024777
-0.132674 -0.109731 -0.00965411
-0.140783 -0.0887942 -0.00505381
-0.180476 -0.0845885 -0.0468172
-0.153473 -0.0950533 -0.0819123
-0.019937 -0.127831 -0.215571
-0.0896907 -0.128607 -0.253903
-0.237883 -0.102634 -0.03595
-0.167442 -0.0397251 -0.0482616
-0.149471 -0.111863 0.00297762
0.131822 -0.167391 -0.0584006
0.190902 -0.154499 -0.0979154
-0.00931097 -0.153349 0.0162245
-0.039567 -0.166494 0.0369034
-0.0498371 -0.146225 0.0134633
0.131205 -0.159018 -0.179698
0.0720014 -0.151654 -0.258823
0.0723913 -0.0264987 -0.131997
0.0420383 -0.0164765 -0.197648
-0.0209458 -0.0131249 -0.240107
0.0664151 -0.164564 -0.162947
0.0304462 -0.16997 -0.208561
0.0141567 -0.0766922 -0.272895
0.110781 -0.109989 -0.0189942
0.10481 -0.101299 -0.0689575
0.0593647 -0.0476085 -0.0238346
0.0694098 -0.14282 0.00542456
0.0866525 -0.126735 -0.0178979
0.103849 -0.152654 -0.0218426
0.101131 -0.130271 -0.0507591
0.0830084 -0.106548 -0.0431708
0.0647399 -0.0941475 -0.0630779
0.0677428 -0.0796015 -0.0158509
0.0401674 -0.0791095 -0.0206179
0.0512749 -0.0645538 -0.0645069
0.0412446 0.0330298 -0.132357
-0.0281373 0.00970576 -0.182688
-0.0911262 -0.0552032 -0.218928
0.0292967 -0.147143 0.0209781
0.0323961 -0.112892 -0.00925251
0.0622358 -0.174456 -0.0233007
0.0579877 -0.1106 -0.030507
0.0254647 -0.118956 -0.0444747
0.00655619 -0.112205 -0.0852432
0.0301489 -0.0365614 -0.0334348
0.0155696 -0.0617782 -0.0786211
-0.00677116 -0.166647 0.0785609
0.0588051 -0.166485 0.068725
0.299482 -0.139836 -0.110212
0.12105 -0.174305 0.0177184
0.0815464 -0.163234 0.0137283
0.0809028 -0.183674 0.0348946
0.0943905 -0.151477 0.0412942
-0.0197133 0.0906882 -0.161588
-0.069821 0.11454 -0.223204
-0.0132647 0.137458 -0.257469
-0.0727898 0.0537577 -0.23955
-0.117569 0.141273 -0.28104
0.0688606 -0.00564513 -0.0304645
0.0233508 0.0534191 -0.224305
0.113586 -0.0638224 -0.097634
0.0902528 -0.0478217 -0.0257984
0.0799362 -0.0714752 -0.0561705
0.0801952 -0.0342463 -0.0750851
0.0459116 -0.0595396 -0.109071
0.135544 -0.125677 -0.0337857
0.139749 -0.121286 -0.0941744
0.0868286 -0.126958 -0.0851233
0.04715 -0.0290045 -0.0759709
0.00448901 -0.0388674 -0.0141479
-0.0859058 0.0449581 -0.158613
0.0847748 -0.159138 -0.0597587
0.0587304 -0.123121 -0.0647515
0.0459305 -0.107701 -0.106427
0.0743833 -0.0799714 -0.0983082
0.0995604 -0.186161 -0.0285584
0.00471548 -0.114366 -0.0108983
0.000782783 -0.142174 -0.0199737
-0.0447415 -0.156668 -0.0066285
-0.0422574 -0.1893 -0.00952934
0.122547 -0.166329 0.0838016
0.0313192 0.000249723 -0.018884
-0.000477507 -0.00913907 -0.0435138
0.0368166 -0.142395 -0.0193135
-0.00153893 -0.184606 -0.000781288
0.00491959 -0.0769894 -0.0275038
-0.0128084 -0.117634 -0.0514682
0.0150903 -0.0249422 -0.0722986
-0.0109036 -0.045728 -0.0471209
-0.108884 0.0019753 -0.246027
-0.127283 -0.000975807 -0.0262055
-0.0169632 0.132454 -0.3036
-0.0236509 0.0471424 -0.309397
-0.107976 0.114736 -0.362686
-0.0637432 0.0591642 -0.365748
-0.0766382 0.0177978 -0.368387
-0.0770875 -0.0403813 -0.36712
-0.122464 -0.0704224 -0.275046
-0.135579 0.154763 -0.377415
-0.131941 0.122358 -0.382297
-0.121466 0.0843306 -0.385247
-0.0681086 -0.00846677 -0.319416
-0.0708293 -0.0552799 -0.327273
-0.152097 0.0920878 -0.369787
-0.157911 0.0575127 -0.37623
-0.144468 0.108189 -0.338753
-0.139217 0.149122 -0.336801
-0.0587578 0.151515 -0.395313
-0.0525252 0.0831302 -0.395973
-0.0592894 0.119809 -0.393523
-0.021959 0.117914 -0.393761
-0.0986599 0.153202 -0.386081
-0.0333647 0.148604 -0.369944
-0.0195989 0.152751 -0.345393
-0.0602172 0.152246 -0.2993
-0.0488195 0.145944 -0.334169
-0.0651092 0.110323 -0.314342
-0.0254433 0.114236 -0.34813
-0.0233577 0.0811743 -0.32606
-0.0687881 0.149468 -0.362135
-0.0207586 0.077957 -0.38132
0.0391763 0.140066 -0.287784
0.0678089 0.136287 -0.0782445
0.0369826 0.123192 -0.0282385
-0.0618631 0.102792 -0.357337
-0.0238332 0.157506 -0.39755
0.318608 -0.169419 -0.224449
-0.0279789 -0.117138 -0.286997
-0.066265 -0.0995881 -0.337506
-0.0006486 -0.0223428 -0.292126
-0.102062 -0.137583 -0.310597
-0.0158178 -0.16368 -0.296739
0.120716 0.0121842 -0.106533
0.0932628 0.0511034 -0.0873218
0.0696604 0.0022523 -0.0891425
-0.138232 -0.187121 -0.36038
-0.108287 -0.190877 -0.386595
-0.129373 -0.167009 -0.379406
-0.117108 -0.136934 -0.374322
-0.0980479 -0.126205 -0.395236
-0.109306 -0.157363 -0.349208
-0.139347 -0.131465 -0.332148
-0.136302 -0.117078 -0.289649
-0.108999 -0.163158 -0.394377
-0.0936675 -0.183304 -0.359607
-0.043131 -0.165153 -0.398584
-0.0404382 -0.192224 -0.387622
-0.051291 -0.191201 -0.35663
-0.0585163 -0.15991 -0.354079
-0.0440744 -0.127001 -0.362814
-0.0729276 -0.185782 -0.379652
-0.153735 -0.196953 -0.402918
-0.163651 -0.179914 -0.402746
-0.136964 -0.196429 -0.381858
-0.159562 -0.196005 -0.382559
0.0306519 0.0755627 -0.282402
-0.0242936 0.0134862 -0.311769
-0.0477264 0.0152418 -0.279686
-0.0834339 -0.0993088 -0.392596
-0.0780018 -0.151996 -0.385115
-0.053271 -0.12743 -0.392156
-0.123988 -0.103379 -0.395119
-0.0978522 -0.0798685 -0.361018
-0.0912009 -0.120026 -0.361079
-0.0814833 -0.17411 -0.324315
-0.0115644 -0.196616 -0.395677
-0.0357807 -0.170544 -0.331007
-0.025525 -0.0978762 -0.39367
-0.0463599 -0.0947898 -0.367844
-0.0260387 -0.0652709 -0.393742
-0.0946303 0.120098 -0.391113
-0.0961951 0.0817529 -0.359518
-0.0846886 0.083961 -0.386638
-0.0832065 0.041648 -0.392491
-0.0296226 0.0316449 -0.392237
-0.0886493 0.0746254 -0.331734
-0.0706452 0.0437515 -0.340375
-0.0572798 0.0690228 -0.322438
-0.0309739 0.0533504 -0.348731
-0.102603 0.0497069 -0.363138
-0.0495534 -0.0169544 -0.353909
-0.035556 -0.0369964 -0.392694
-0.0203005 -0.0107857 -0.400406
-0.0485987 -0.00165778 -0.393117
-0.0959424 -0.0121443 -0.350866
-0.110698 0.00121728 -0.308172
-0.151083 -0.00754341 -0.324649
-0.142387 -0.00867388 -0.358035
-0.085452 0.0174108 -0.338605
-0.113807 -0.00477655 -0.374572
-0.0348359 0.0177363 -0.348506
-0.0302926 -0.0268229 -0.322672
-0.0785307 -0.0070007 -0.389538
-0.0891575 -0.0304933 -0.398043
-0.147467 -0.08606 -0.324687
-0.0737923 -0.0696265 -0.391145
-0.0382848 -0.0563186 -0.357532
-0.0337192 -0.0880636 -0.329057
-0.0304951 -0.141937 -0.402818
-0.0705893 -0.136758 -0.335241
-0.0300438 -0.133752 -0.335526
-0.0583122 0.0315666 -0.314963
0.0167986 0.0247245 -0.286679
0.0550813 -0.038795 -0.275833
-0.0179365 -0.0108367 -0.373658
-0.11292 -0.0353624 -0.379985
-0.148277 -0.0465163 -0.357484
-0.133621 -0.0659555 -0.395454
-0.1145 -0.0467894 -0.335097
-0.0125957 -0.155813 -0.398281
-0.0243579 -0.153579 -0.374007
-0.0186471 -0.128532 -0.388369
-0.11134 0.019948 -0.367152
-0.127334 0.0253454 -0.341998
-0.159849 -0.172629 -0.37956
-0.130388 -0.187296 -0.400016
-0.165339 -0.0306486 -0.399718
-0.151163 -0.0839976 -0.370898
-0.161323 -0.135535 -0.403009
-0.147771 -0.160007 -0.3998
-0.146734 -0.181972 -0.387465
-0.0218827 -0.185158 -0.363312
-0.0148637 -0.175799 -0.394073
-0.0959662 0.140774 -0.335487
-0.100653 0.102327 -0.336336
-0.0480342 -0.166526 -0.376973
-0.155847 0.14734 -0.40124
-0.133549 0.0739627 -0.272632
-0.162181 0.0318075 -0.387604
-0.135586 0.068369 -0.342637
-0.118466 0.102269 -0.306985
-0.0725317 0.112568 -0.272626
-0.166035 0.101373 -0.400274
-0.16373 0.127697 -0.392238
-0.145366 0.108996 -0.398253
-0.166686 -0.155795 -0.369719
-0.16732 -0.153527 -0.395464
-0.144686 -0.151774 -0.368131
-0.130013 -0.172571 -0.299889
-0.0631843 -0.17064 -0.281627
-0.162415 -0.137689 -0.358842
-0.156561 -0.162395 -0.344755
-0.160234 0.080318 -0.394157
-0.161399 -0.00893348 -0.394829
-0.100351 0.0463305 -0.304216
-0.156734 -0.107358 -0.40102
-0.141044 -0.131836 -0.385725
-0.127931 -0.136768 -0.399892
-0.164733 -0.11454 -0.383174
-0.139851 -0.11406 -0.364249
-0.102507 -0.0989189 -0.324554
-0.0793557 -0.0914249 -0.29138
-0.159009 -0.137335 -0.381575
-0.060838 -0.130999 -0.308132
-0.148129 0.084364 -0.40566
-0.130978 0.0605239 -0.398998
-0.143363 -0.0352603 -0.294189
-0.146821 -0.0418489 -0.396137
-0.148644 -0.0227719 -0.405448
-0.142276 -0.0212851 -0.382999
-0.16484 -0.0590421 -0.391145
-0.162751 -0.0320387 -0.37639
-0.158839 0.0504972 -0.402104
-0.159459 0.120331 -0.369055
-0.0828589 0.0815383 -0.292329
-0.134684 0.00998092 -0.403125
-0.12931 -0.0118912 -0.398008
-0.107528 0.00786839 -0.395726
-0.154806 0.0204128 -0.402444
-0.164076 0.0109767 -0.38199
-0.156301 0.0278713 -0.357901
-0.138328 0.0118828 -0.380375
-0.127107 0.0342297 -0.397465
-0.136514 0.042125 -0.375006
0.314835 -0.171451 0.226261
0.0936884 -0.0868792 -0.0205259
0.0835868 -0.102401 -0.0102923
0.0602687 -0.105625 -0.00449081
0.14195 0.140143 -0.119529
0.106821 0.112068 -0.0976164
0.0400415 0.133367 -0.218406
-0.0156351 -0.0704901 -0.300124
-0.0426335 -0.0674138 -0.271067
-0.00424363 -0.170027 -0.254041
0.0193281 -0.12943 -0.291386
0.029807 -0.176775 -0.28642
-0.0769213 -0.0670124 -0.0308695
-0.0429302 -0.0257058 -0.0276225
-0.107014 -0.050226 -0.0435232
-0.0410117 -0.0700948 -0.0273273
-0.0640935 0.0147342 -0.0338961
0.0642968 -0.109667 0.00862134
0.223374 -0.170775 -0.180771
0.353655 -0.157829 -0.0870974
-0.0886147 0.172727 -0.404526
0.218493 -0.180567 0.0892419
-0.15212 -0.171054 -0.23624
0.093077 0.147216 -0.016346
0.371982 -0.0953912 -0.0655831
0.184667 -0.174025 0.105383
0.371935 -0.112268 -0.0359935
0.371951 -0.119341 -0.0556244
-0.0755588 -0.198645 0.00310779
0.215408 -0.176318 0.237338
0.363904 -0.136632 -0.152727
0.358338 -0.0680083 -0.107576
0.33329 -0.164942 -0.301158
0.356877 -0.061533 -0.132421
0.36683 -0.170412 -0.0162046
0.366095 -0.17433 -0.0432655
0.195845 -0.114437 -0.0169024
0.362852 -0.106977 -0.160269
0.183837 -0.170874 -0.238254
-0.119093 0.172095 -0.404272
0.154136 -0.165871 -0.256329
0.168923 -0.112373 -0.016806
0.367633 -0.181685 0.0016568
0.263129 -0.174732 0.243271
-0.112811 -0.19752 -0.407034
0.103559 -0.197339 -0.30382
0.317563 -0.183967 -0.0233176
0.136377 0.165636 -0.157325
0.288889 -0.17449 0.175898
0.147112 -0.174076 0.151809
0.24748 -0.173893 0.143561
0.365676 -0.179714 0.0198931
0.365891 -0.169355 -0.189334
-0.17301 0.147144 -0.0951616
0.367116 -0.171544 -0.156815
0.302292 -0.177543 0.159034
0.269803 -0.17292 0.162116
0.264926 -0.169776 -0.26951
0.279287 -0.164697 -0.207215
-0.0675948 -0.140157 0.0204787
0.373845 -0.173585 0.193
0.281069 -0.166933 -0.171858
0.321415 -0.14998 -0.0539102
-0.149813 0.152636 -0.234754
-0.170907 -0.200452 -0.366156
-0.17 0.165344 -0.359051
0.222606 -0.152082 -0.0484106
-0.277749 -0.166715 -0.0969508
-0.00883412 -0.200964 -0.372874
-0.169147 0.1712 -0.390419
0.0741979 0.0155636 -0.305333
-0.173392 -0.204794 -0.398847
-0.142569 0.147006 -0.158241
-0.0915546 -0.132313 0.0113702
0.174993 -0.169938 0.176198
0.23025 -0.16281 -0.263327
-0.159184 0.154809 -0.297777
-0.17342 -0.20273 -0.390027
-0.146829 0.146528 -0.0263369
0.216014 -0.0508288 -0.0831297
0.367527 -0.138274 -0.00778924
0.256895 -0.144515 -0.0379588
0.288151 -0.174481 0.0142775
0.28492 -0.179525 -0.0082703
0.0867821 -0.13498 0.0235953
-0.0744622 0.172662 -0.406935
0.0835816 -0.109965 -0.303801
0.0800971 -0.197403 -0.306972
0.344924 -0.0937205 -0.0656298
0.250109 -0.162357 -0.238128
0.178304 -0.174733 0.237159
-0.105618 0.146465 -0.0203948
0.283702 -0.169292 -0.244203
0.0824939 -0.134666 0.0131241
0.366255 -0.180158 -0.0632997
-0.172086 -0.198265 -0.00894052
-0.0611472 -0.152416 0.056702
-0.104735 0.172066 -0.404544
-0.157453 0.147119 -0.118926
0.213567 -0.166994 -0.239878
0.0926895 -0.172952 0.179795
0.344389 -0.177301 0.00229538
0.150777 -0.171927 0.195748
0.342332 -0.176126 0.0210403
0.0422892 -0.199634 -0.31007
0.305125 -0.173414 0.0341178
0.376266 -0.19116 0.249559
0.311954 -0.170551 -0.172109
0.287666 -0.173688 0.0846732
-0.168998 0.171499 -0.403305
0.255177 -0.173276 0.0639958
-0.147745 0.172939 -0.406121
0.365026 -0.172581 0.152995
0.100026 -0.0310494 -0.00140704
0.373966 -0.15566 0.204629
0.380166 -0.145094 0.254351
-0.158461 -0.205259 -0.411711
0.332246 -0.172613 0.0409339
0.0873758 -0.0355783 -0.3033
-0.171439 -0.20469 -0.406864
-0.167928 -0.205553 -0.410987
-0.0376824 0.175321 -0.409335
0.273532 -0.0686487 -0.0832667
0.377881 -0.154752 0.217943
-0.24534 0.150214 -0.0576888
0.30926 -0.0708707 -0.0878286
-0.0611131 -0.140854 0.0457211
-0.32153 -0.17464 -0.0947129
0.0948904 0.16688 -0.0593305
-0.170637 0.169531 -0.376581
-0.0545449 -0.152777 0.0761404
0.251078 -0.173767 -0.00862282
0.254324 -0.169378 0.0139851
0.0979392 0.0280301 -0.0162714
0.198784 -0.168106 -0.263485
-0.0609405 0.174317 -0.407133
0.09415 0.050703 -0.0159667
0.061531 -0.199932 -0.307213
0.114188 0.166408 -0.0643168
-0.166079 -0.197052 -0.337464
0.0835904 0.165728 -0.315886
-0.0175396 0.17577 -0.410559
-0.236119 0.0602906 -0.054865
0.0984904 -0.130235 -0.304341
0.125043 -0.137681 -0.304775
0.0760798 -0.13007 0.0129808
0.363476 -0.191759 -0.310351
0.0705325 -0.121649 0.0118866
0.315167 -0.17219 0.0215988
0.317088 -0.174014 0.00204847
-0.223478 -0.183681 -0.0143759
0.213979 -0.17667 0.0172581
0.217512 -0.177511 -0.0197611
0.372092 -0.168778 -0.292225
0.0858595 0.166648 -0.0395324
0.207741 -0.175377 0.120274
0.258851 -0.0789745 -0.151619
0.148164 -0.194695 -0.277911
0.145232 -0.0412201 -0.150844
0.354734 -0.191179 0.245815
0.381256 -0.143763 0.240669
0.351994 -0.170487 0.0984007
-0.202232 0.0809447 -0.0601509
0.381163 -0.154013 0.231207
-0.0604111 -0.198654 -0.408155
0.294613 -0.0790494 -0.155633
-0.0274201 -0.201972 -0.408659
0.0576218 0.126202 -0.314393
-0.133358 0.172998 -0.404706
-0.0414531 -0.197592 -0.408891
0.0601373 0.100317 -0.308998
-0.279125 -0.12405 -0.0602232
0.157579 -0.0624488 -0.146325
0.26514 -0.170266 0.0408303
0.117026 0.146897 -0.157314
-0.291725 -0.17108 -0.0245649
-0.159877 -0.197108 -0.318293
-0.0269399 0.175244 -0.41115
-0.159722 -0.190136 -0.300412
-0.010334 0.177606 -0.408847
0.347877 -0.167011 -0.28375
0.0673618 0.149343 -0.172091
-0.160357 0.173552 -0.406737
0.163066 -0.0575243 -0.0736873
-0.00431679 0.177078 -0.403917
0.345268 -0.172207 0.230287
0.0377118 -0.17014 0.229038
0.0782341 0.160238 -0.260638
0.300336 -0.175584 0.202718
0.0768378 0.16413 -0.286699
-0.310493 0.0347917 -0.0585138
0.0918882 0.148052 -0.153437
0.251809 -0.109081 -0.11351
0.134316 -0.194652 -0.303688
-0.00288638 0.162502 -0.016327
0.373276 -0.107073 -0.00844805
0.376395 -0.17247 0.244866
0.0938214 0.0786275 -0.01646
-0.0487742 0.174227 -0.409046
0.0924935 0.103387 -0.0164268
0.376549 -0.161661 0.254305
0.0867797 0.163469 -0.302178
0.210033 -0.105572 -0.114929
0.362491 -0.0623589 -0.160795
0.365144 -0.174536 0.0347205
-0.0540416 -0.195943 0.0604538
-0.270564 -0.0283922 -0.0579664
0.159408 -0.0991321 -0.0165719
-0.275979 0.0179574 -0.0560525
0.367363 -0.180154 -0.124291
0.185663 -0.170798 -0.0209513
0.0578665 0.0807645 -0.308901
0.160862 0.16503 -0.160825
0.367112 -0.153741 0.229107
0.356679 -0.0625483 -0.0663286
0.182512 -0.171577 0.0173698
0.140572 0.101807 -0.148411
0.348457 -0.124741 -0.0159334
0.147708 -0.175414 -0.00554309
-0.102263 -0.129112 0.0115563
-0.037656 0.162733 -0.0218004
0.249726 -0.170815 0.116772
0.36201 -0.17458 0.127519
0.327837 -0.0793351 -0.155465
0.272356 -0.171317 0.134749
0.186526 -0.0729908 -0.145035
0.216095 -0.077516 -0.152186
-0.292486 0.114036 -0.0576199
0.348066 -0.1477 -0.0262889
0.346692 -0.152561 -0.0536105
-0.130922 -0.196391 -0.00310805
-0.00438197 0.167321 -0.33618
-0.16615 0.165422 -0.342957
0.0580154 0.146585 -0.314007
0.358856 -0.171213 0.0456232
0.299762 -0.169731 -0.30599
0.0385016 0.167002 -0.316414
0.353147 -0.170154 -0.310081
-0.00474181 0.167709 -0.3228
0.0166912 0.167636 -0.316513
0.164568 -0.19472 -0.303292
-0.0060633 0.173597 -0.371675
-0.0168134 -0.172558 0.217795
-0.00594404 0.173826 -0.35979
0.288807 -0.151164 -0.0371106
0.162297 0.074923 -0.0794188
0.209697 -0.178228 0.163658
0.161975 0.111477 -0.0796997
0.182647 -0.100752 -0.115313
-0.0734033 -0.134832 0.0109305
-0.0824049 -0.134453 0.0111831
0.176425 -0.150304 -0.286319
0.147144 -0.147657 -0.304391
-0.292907 0.150723 -0.0226455
0.382975 -0.190757 -0.314299
-0.00379479 0.174734 -0.395281
0.361002 -0.174291 0.0750495
0.344139 -0.168948 -0.261767
-0.0358882 -0.175007 0.141348
-0.069396 0.155749 -0.0212593
0.192232 -0.173155 0.0365382
0.224733 -0.174859 0.0447541
0.0881729 -0.0924089 -0.30265
0.084397 -0.0581988 -0.303074
-0.316017 -0.0057859 -0.0559268
0.19124 -0.171607 0.0599356
0.162599 0.157869 -0.067603
0.294687 -0.122705 -0.0161949
0.269752 -0.17456 -0.303102
0.133343 0.15873 -0.0644981
0.0294953 -0.190509 -0.31038
0.295265 -0.177111 0.0571306
0.369907 -0.194406 0.224483
0.262336 -0.170423 0.18656
0.0826143 -0.171378 0.225548
0.3644 -0.174688 0.173576
-0.0168947 -0.19647 -0.318764
0.34642 -0.173972 0.183743
0.0172162 -0.19789 -0.310937
0.291978 -0.175489 0.10788
0.36756 -0.166869 -0.271703
0.140826 0.0664692 -0.148697
0.25877 -0.174707 0.0873298
0.320605 -0.172292 0.0900664
-0.0116721 -0.196402 -0.33425
0.0703107 0.165689 -0.0116121
0.320976 -0.120329 -0.0163265
0.0197981 0.170156 -0.016535
0.2035 -0.171765 -0.303428
0.33758 -0.174788 0.167373
0.0137665 -0.175871 0.159226
-0.00420667 -0.173556 0.129948
0.0537671 -0.173372 0.177843
0.32764 -0.174925 0.0626425
-0.137338 -0.203258 -0.410055
0.366133 -0.150396 0.252527
-0.00537903 0.173871 -0.347241
0.324166 -0.172742 0.184541
0.23792 -0.0646602 -0.0829655
0.274087 -0.171794 0.212762
0.323955 -0.168721 -0.279276
0.225817 -0.173012 0.206886
0.160227 -0.00285902 -0.0783967
0.0995267 -0.0170147 -0.0162237
0.0985009 0.00390597 -0.0159208
0.293472 -0.165643 -0.271665
-0.0959218 -0.19847 -0.407047
0.163142 -0.0212067 -0.0778864
-0.253402 0.0920666 -0.0573475
-0.00628034 0.174888 -0.382957
0.0521099 0.169781 -0.0112293
0.0808633 0.0378522 -0.0154298
-0.321395 -0.182147 -0.025223
0.000730826 -0.196674 -0.313057
0.260685 -0.118228 -0.0163806
0.235402 -0.167537 -0.302674
0.227368 -0.117019 -0.0167753
-0.166161 -0.200525 -0.351877
0.023764 -0.173411 0.118964
0.0610909 -0.172346 0.141482
0.36836 -0.168806 -0.245404
0.36605 -0.171306 -0.217251
0.23715 -0.168425 0.173761
-0.25027 0.0336241 -0.0565541
-0.218197 0.112943 -0.0607074
-0.24467 -0.012998 -0.0588163
0.351631 -0.175331 0.205803
0.141663 -0.00802145 -0.147734
-0.0786684 -0.198485 -0.404021
-0.0365433 -0.170764 0.190358
0.321757 -0.17395 0.118187
0.356042 -0.173895 0.218924
0.141912 -0.0979406 -0.0165263
0.334946 -0.172284 0.142896
0.12557 -0.0944958 -0.0163211
0.101932 -0.0661262 -0.00159287
-0.31023 0.08072 -0.058565
0.302488 -0.170472 0.145241
0.352248 -0.150638 0.25038
0.172593 -0.170094 0.131873
0.210157 -0.0648597 -0.0829136
0.180222 -0.0618793 -0.0744443
0.0933486 0.165378 -0.00212846
0.199395 -0.172256 0.194151
0.185442 -0.0490687 -0.0745138
-0.193121 0.150527 -0.0274467
0.167564 -0.0424577 -0.07428
0.339664 -0.169473 -0.15641
0.338121 -0.167509 -0.188744
0.38292 -0.144049 -0.308672
0.0918799 -0.135925 0.0318433
-0.2705 0.0583077 -0.0580979
-0.321819 -0.131941 -0.0571621
0.0820165 -0.171935 0.145581
0.0924456 0.124933 -0.0166084
0.0895217 -0.133427 0.0118398
0.0758627 -0.108879 0.0118578
-0.150678 -0.106172 0.0120295
-0.0977367 -0.125248 0.0120449
-0.0741621 -0.133137 0.0120384
-0.121797 -0.116261 0.0120438
0.247007 -0.167701 -0.326721
0.380274 -0.133905 0.259223
0.391573 -0.102127 -0.00313106
-0.00190308 -0.173461 0.265007
0.292338 -0.111605 0.0115344
0.216067 -0.167756 -0.326726
0.204608 -0.0889229 -0.0170226
0.374572 -0.198481 0.26561
0.391549 -0.167777 -0.279956
0.181649 0.144296 -0.0676333
0.39155 -0.167773 -0.254767
0.368056 -0.134292 0.024461
0.299828 -0.0784884 -0.184255
0.234985 -0.0617915 -0.0457231
0.260391 -0.0784916 -0.184257
0.115185 -0.173584 0.265284
-0.351067 -0.1102 -0.0588566
0.0604499 -0.173499 0.265159
-0.351062 -0.0737819 -0.0588452
0.361172 -0.0346221 -0.163681
0.177662 -0.0888654 -0.0170148
-0.301386 0.184769 -0.0942275
0.110084 -0.00487686 -0.0169013
0.37623 -0.213022 -0.314351
0.371573 -0.0800619 -0.0457306
-0.301385 0.14773 -0.129581
0.102524 -0.0906102 -0.302072
-0.312602 0.151516 0.0119161
0.109988 0.159744 -0.00231325
-0.351026 0.147739 -0.0942339
0.225618 -0.11143 0.0116065
0.0527622 0.0486324 -0.326798
0.391548 -0.167771 -0.295942
0.194619 -0.111314 0.0116532
0.0527776 0.0643449 -0.3268
0.391548 -0.190788 -0.31435
0.36805 -0.124695 0.0114991
0.161054 0.184636 -0.160839
-0.314461 -0.182237 0.0119821
0.142062 -0.00356529 -0.184267
0.142059 -0.0308397 -0.184266
0.332376 -0.0785472 -0.184254
-0.0689038 -0.173466 0.198154
0.391613 -0.173585 0.109202
0.391605 -0.173644 0.0845898
-0.180616 0.17146 -0.403919
0.354692 -0.0527876 -0.0457335
0.352647 -0.0891403 -0.0171165
-0.351049 -0.00555124 -0.058836
0.141528 -0.0887986 -0.016978
-0.351057 -0.0450496 -0.0588524
0.159102 -0.0888353 -0.0169821
-0.0884851 -0.198925 0.0121173
0.304282 -0.173561 0.26558
0.211062 -0.0346125 -0.074432
0.325632 -0.173585 0.265593
0.110048 0.0386986 -0.0168948
-0.0716533 -0.133158 0.0223973
0.110068 0.0146236 -0.0168961
0.0901438 0.184667 -0.0023115
